Date,Symbole,Nom,Volume,Cours ouverture,Cours Cloture,Variation
2026-03-12 18:43:55.768842,ABJC,SERVAIR ABIDJAN  COTE D'IVOIRE,6 970,3 370,3 450,"1,62"
2026-03-12 18:43:55.768881,BICB,BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN,1 947,5 100,5 215,"0,77"
2026-03-12 18:43:55.768905,BICC,BICI COTE D'IVOIRE,2 639,27 000,26 950,"3,44"
2026-03-12 18:43:55.768928,BNBC,BERNABE COTE D'IVOIRE,3 361,1 630,1 600,"-1,84"
2026-03-12 18:43:55.768946,BOAB,BANK OF AFRICA BENIN,9 318,7 800,7 895,"0,00"
2026-03-12 18:43:55.768968,BOABF,BANK OF AFRICA BURKINA FASO,13 311,5 010,5 200,"3,90"
2026-03-12 18:43:55.768985,BOAC,BANK OF AFRICA COTE D'IVOIRE,18 556,8 900,9 000,"1,18"
2026-03-12 18:43:55.769021,BOAM,BANK OF AFRICA MALI,4 635,4 735,4 750,"0,42"
2026-03-12 18:43:55.769041,BOAN,BANK OF AFRICA NIGER,5 783,2 985,2 950,"-1,17"
2026-03-12 18:43:55.769060,BOAS,BANK OF AFRICA SENEGAL,9 144,6 900,7 000,"0,07"
2026-03-12 18:43:55.769077,CABC,SICABLE COTE D'IVOIRE,5 113,3 300,3 300,"-7,43"
2026-03-12 18:43:55.769095,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO,627,13 625,13 500,"-0,92"
2026-03-12 18:43:55.769116,CFAC,CFAO MOTORS COTE D'IVOIRE,7 224,1 765,1 695,"-4,51"
2026-03-12 18:43:55.769133,CIEC,CIE COTE D'IVOIRE,14 161,3 250,3 340,"2,77"
2026-03-12 18:43:55.769149,ECOC,ECOBANK COTE D'IVOIRE,876,16 800,16 600,"1,19"
2026-03-12 18:43:55.769165,ETIT,Ecobank Transnational Incorporated TOGO,956 923,32,32,"0,00"
2026-03-12 18:43:55.769181,FTSC,FILTISAC COTE D'IVOIRE,2 388,2 400,2 420,"-0,21"
2026-03-12 18:43:55.769201,LNBB,LOTERIE NATIONALE DU BENIN,564,3 900,3 945,"1,15"
2026-03-12 18:43:55.769217,NEIC,NEI-CEDA COTE D'IVOIRE,2 631,1 415,1 415,"1,07"
2026-03-12 18:43:55.769233,NSBC,NSIA BANQUE COTE D'IVOIRE,9 413,13 900,13 900,"0,00"
2026-03-12 18:43:55.769249,NTLC,NESTLE COTE D'IVOIRE,2 767,12 995,12 900,"-0,73"
2026-03-12 18:43:55.769266,ONTBF,ONATEL BURKINA FASO,4 421,3 020,3 095,"2,48"
2026-03-12 18:43:55.769282,ORAC,ORANGE COTE D'IVOIRE,3 705,15 300,15 205,"-0,62"
2026-03-12 18:43:55.769298,ORGT,ORAGROUP TOGO,27 450,3 820,3 995,"4,72"
2026-03-12 18:43:55.769316,PALC,PALM COTE D'IVOIRE,8 364,9 420,9 500,"0,96"
2026-03-12 18:43:55.769332,PRSC,TRACTAFRIC MOTORS COTE D'IVOIRE,993,5 200,5 200,"-3,70"
2026-03-12 18:43:55.769348,SAFC,SAFCA COTE D'IVOIRE,1 442,5 995,6 000,"0,08"
2026-03-12 18:43:55.769365,SCRC,SUCRIVOIRE COTE D'IVOIRE,4 812,1 490,1 490,"0,00"
2026-03-12 18:43:55.769380,SDCC,SODE COTE D'IVOIRE,6 292,7 795,7 800,"-0,57"
2026-03-12 18:43:55.769396,SDSC,AFRICA GLOBAL LOGISTICS COTE D'IVOIRE,14 679,1 970,1 990,"0,51"
2026-03-12 18:43:55.769414,SEMC,EVIOSYS PACKAGING SIEM COTE D'IVOIRE,4 846,2 040,2 000,"-0,50"
2026-03-12 18:43:55.769432,SGBC,SOCIETE GENERALE COTE D'IVOIRE,3 283,34 000,35 300,"3,82"
2026-03-12 18:43:55.769448,SHEC,VIVO ENERGY COTE D'IVOIRE,6 138,2 240,2 200,"-2,22"
2026-03-12 18:43:55.769464,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE,15 763,7 095,7 145,"0,63"
2026-03-12 18:43:55.769480,SICC,SICOR COTE D'IVOIRE,124,4 095,4 095,"-0,12"
2026-03-12 18:43:55.769496,SIVC,ERIUM COTE D’IVOIRE,18 763,2 700,2 620,"-3,32"
2026-03-12 18:43:55.769511,SLBC,SOLIBRA COTE D'IVOIRE,216,38 790,39 500,"0,00"
2026-03-12 18:43:55.769527,SMBC,SMB COTE D'IVOIRE,1 327,13 350,13 380,"0,15"
2026-03-12 18:43:55.769543,SNTS,SONATEL SENEGAL,12 780,29 000,29 000,"0,69"
2026-03-12 18:43:55.769559,SOGC,SOGB COTE D'IVOIRE,4 734,8 810,9 000,"2,16"
2026-03-12 18:43:55.769575,SPHC,SAPH COTE D'IVOIRE,743,8 450,8 425,"0,30"
2026-03-12 18:43:55.769591,STAC,SETAO COTE D'IVOIRE,24 752,2 360,2 525,"7,45"
2026-03-12 18:43:55.769610,STBC,SITAB COTE D'IVOIRE,496,21 550,21 800,"2,35"
2026-03-12 18:43:55.769626,TTLC,TOTALENERGIES MARKETING COTE D'IVOIRE,16 601,2 800,2 810,"0,36"
2026-03-12 18:43:55.769642,TTLS,TOTALENERGIES MARKETING SENEGAL,1 561,3 250,3 100,"-4,47"
2026-03-12 18:43:55.769660,UNLC,UNILEVER COTE D'IVOIRE,26,71 600,70 000,"-2,78"
2026-03-12 18:43:55.769676,UNXC,UNIWAX COTE D'IVOIRE,21 385,2 000,2 000,"0,00"
